# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_comp4,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_comp4,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_comp4,skybg_target
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0513-e91.fits",2458882.541814618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0514-e91.fits",2458882.542247181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0515-e91.fits",2458882.5426365477,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0516-e91.fits",2458882.5430684104,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0517-e91.fits",2458882.543515672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0518-e91.fits",2458882.5439264374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0519-e91.fits",2458882.544315504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0520-e91.fits",2458882.5447117696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0521-e91.fits",2458882.5451080357,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0522-e91.fits",2458882.545504802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0523-e91.fits",2458882.5459509636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0524-e91.fits",2458882.5463473294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0525-e91.fits",2458882.546822589,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0526-e91.fits",2458882.547269551,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0527-e91.fits",2458882.5476946146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0528-e91.fits",2458882.548083381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0529-e91.fits",2458882.5484795473,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0530-e91.fits",2458882.5488756136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0531-e91.fits",2458882.5492718797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0532-e91.fits",2458882.5496681454,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0533-e91.fits",2458882.5500636115,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0534-e91.fits",2458882.5504745767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0535-e91.fits",2458882.5508703426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0536-e91.fits",2458882.5512665086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0537-e91.fits",2458882.5516628744,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0538-e91.fits",2458882.5521091362,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0539-e91.fits",2458882.552505503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0540-e91.fits",2458882.552901269,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0541-e91.fits",2458882.553319533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0542-e91.fits",2458882.553714799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0543-e91.fits",2458882.554103466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0544-e91.fits",2458882.554499132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0545-e91.fits",2458882.5548945987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0546-e91.fits",2458882.5552902645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0547-e91.fits",2458882.5556856305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0548-e91.fits",2458882.556089196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0549-e91.fits",2458882.5565638556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0550-e91.fits",2458882.5569734205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0551-e91.fits",2458882.557363187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0552-e91.fits",2458882.557759053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0553-e91.fits",2458882.5582125145,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0554-e91.fits",2458882.5586011815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0555-e91.fits",2458882.5590177453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0556-e91.fits",2458882.5594346095,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0557-e91.fits",2458882.559829976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0558-e91.fits",2458882.560225442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0559-e91.fits",2458882.5606423067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0560-e91.fits",2458882.5610372727,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0561-e91.fits",2458882.5614255397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0562-e91.fits",2458882.561827605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0563-e91.fits",2458882.562244369,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0564-e91.fits",2458882.562646935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0565-e91.fits",2458882.563035002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0566-e91.fits",2458882.5634304686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0567-e91.fits",2458882.5638253344,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0568-e91.fits",2458882.5642354996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0569-e91.fits",2458882.5646311655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0570-e91.fits",2458882.5650406303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0571-e91.fits",2458882.565443496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0572-e91.fits",2458882.5658383626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0573-e91.fits",2458882.5662338287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0574-e91.fits",2458882.566636194,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0575-e91.fits",2458882.567067657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0576-e91.fits",2458882.5674628234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0577-e91.fits",2458882.5678572897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0578-e91.fits",2458882.5682592555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0579-e91.fits",2458882.5686543216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0580-e91.fits",2458882.569070586,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0581-e91.fits",2458882.5694589526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0582-e91.fits",2458882.5698605184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0583-e91.fits",2458882.5702479854,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0584-e91.fits",2458882.5706502507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0585-e91.fits",2458882.571044917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0586-e91.fits",2458882.5714614815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0587-e91.fits",2458882.571877346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0588-e91.fits",2458882.5722727124,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0589-e91.fits",2458882.5726747783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0590-e91.fits",2458882.573069844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0591-e91.fits",2458882.573479309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0592-e91.fits",2458882.573880575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0593-e91.fits",2458882.574275541,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0594-e91.fits",2458882.574684406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0595-e91.fits",2458882.575079173,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0596-e91.fits",2458882.5754739386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0597-e91.fits",2458882.575875905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0598-e91.fits",2458882.5762702706,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0599-e91.fits",2458882.576678536,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0600-e91.fits",2458882.5770731024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0601-e91.fits",2458882.577488867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0602-e91.fits",2458882.5778827327,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0603-e91.fits",2458882.5782774994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0604-e91.fits",2458882.578714562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0605-e91.fits",2458882.5791380256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0606-e91.fits",2458882.579532292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0607-e91.fits",2458882.5799273583,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0608-e91.fits",2458882.580321725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0609-e91.fits",2458882.5807800856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0610-e91.fits",2458882.5811888506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0611-e91.fits",2458882.5815829174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0612-e91.fits",2458882.58201988,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0613-e91.fits",2458882.582428345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0614-e91.fits",2458882.5828221114,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0615-e91.fits",2458882.5832169773,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0616-e91.fits",2458882.583632242,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0617-e91.fits",2458882.5840271087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0618-e91.fits",2458882.5844284743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0619-e91.fits",2458882.5848221406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0620-e91.fits",2458882.585216407,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0621-e91.fits",2458882.5856101736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0622-e91.fits",2458882.586011739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0623-e91.fits",2458882.5864061057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0624-e91.fits",2458882.586800272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0625-e91.fits",2458882.587194738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0626-e91.fits",2458882.587595304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0627-e91.fits",2458882.5879897703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0628-e91.fits",2458882.5883834367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0629-e91.fits",2458882.588776803,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0630-e91.fits",2458882.5891709696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0631-e91.fits",2458882.5895645358,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0632-e91.fits",2458882.5899581024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0633-e91.fits",2458882.590358968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0634-e91.fits",2458882.590759434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0635-e91.fits",2458882.5911533004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0636-e91.fits",2458882.5915756645,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0637-e91.fits",2458882.5919987285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0638-e91.fits",2458882.5923996945,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0639-e91.fits",2458882.5927941604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0640-e91.fits",2458882.5931950263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0641-e91.fits",2458882.5936241895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0642-e91.fits",2458882.594032355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0643-e91.fits",2458882.5944257216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-30 b/tfn0m410-kb98-20200202-0644-e91.fits",2458882.5948192873,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
