report_id,candidate_text,display_text,source_path,artifact_path,artifact_href,extension,copy_mode,source_sha256,artifact_sha256
32c2f941b5fd,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/HD 189733 b/output/inits.json,output-evaluation/report-viewer/32c2f941b5fd/files/artifact_001.json,/32c2f941b5fd/files/artifact_001.json,.json,redacted_text_copy,ad06dc1228cfc3cac0ed31c40e6ac97b64d398997ad140dc7782b4485025fa15,1c5093dea4e9706911da5545ec136a7bd0d69b2b3842aa5d59f0dccca999e05d
32c2f941b5fd,WORKSPACES/runs/20260807-180545-767-cdc1f463/output/FinalLightCurve_HD 189733 b_08-04-2026.png,output/FinalLightCurve_HD 189733 b_08-04-2026.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/HD 189733 b/output/FinalLightCurve_HD 189733 b_08-04-2026.png,output-evaluation/report-viewer/32c2f941b5fd/files/artifact_002.png,/32c2f941b5fd/files/artifact_002.png,.png,byte_copy,3a127b6ea193043da0b3aecee8e56412331e2a50b01df52a19f9f680408b412a,3a127b6ea193043da0b3aecee8e56412331e2a50b01df52a19f9f680408b412a
32c2f941b5fd,output/temp/FinalParams_HD 189733 b_08-04-2026.json,output/tmp/FinalParams_HD 189733 b_08-04-2026.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/HD 189733 b/output/temp/FinalParams_HD 189733 b_08-04-2026.json,output-evaluation/report-viewer/32c2f941b5fd/files/artifact_003.json,/32c2f941b5fd/files/artifact_003.json,.json,redacted_text_copy,7c798fa836bd5ef04e1219dee241c30b7eb671a579da70ed40994c3226bcac76,7c798fa836bd5ef04e1219dee241c30b7eb671a579da70ed40994c3226bcac76
32c2f941b5fd,output/temp/NormalizedFlux_HD 189733 b_08-04-2026.txt,output/tmp/NormalizedFlux_HD 189733 b_08-04-2026.txt,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/HD 189733 b/output/temp/NormalizedFlux_HD 189733 b_08-04-2026.txt,output-evaluation/report-viewer/32c2f941b5fd/files/artifact_004.txt,/32c2f941b5fd/files/artifact_004.txt,.txt,redacted_text_copy,f4e7e5e378b5f9851b02966f42f4bf034b1963adf05494080f5406f561d6699e,f4e7e5e378b5f9851b02966f42f4bf034b1963adf05494080f5406f561d6699e
32c2f941b5fd,output/temp/PlateStatus_HD 189733 b_08-04-2026.csv,output/tmp/PlateStatus_HD 189733 b_08-04-2026.csv,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/HD 189733 b/output/temp/PlateStatus_HD 189733 b_08-04-2026.csv,output-evaluation/report-viewer/32c2f941b5fd/files/artifact_005.csv,/32c2f941b5fd/files/artifact_005.csv,.csv,redacted_text_copy,f360a3431e30f16b61e7071d7828257e094d1e6de0dc20a01e5da4a0b14c13c5,cb1d5c7f284888037d66a79c772605a7c3c1709b9d24c186ac5d87c52903a463
3bb9f0fb9708,FinalLightCurve_KELT-16 b_07-08-2026.png,output/FinalLightCurve_KELT-16 b_07-08-2026.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-16 b/output/FinalLightCurve_KELT-16 b_07-08-2026.png,output-evaluation/report-viewer/3bb9f0fb9708/files/artifact_001.png,/3bb9f0fb9708/files/artifact_001.png,.png,byte_copy,2d15fe0f1a8a70134c783ef9bcf42bf3d465468632f59f1cebe7f829aecb9f99,2d15fe0f1a8a70134c783ef9bcf42bf3d465468632f59f1cebe7f829aecb9f99
3bb9f0fb9708,temp/FinalParams_KELT-16 b_07-08-2026.json,tmp/FinalParams_KELT-16 b_07-08-2026.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-16 b/output/temp/FinalParams_KELT-16 b_07-08-2026.json,output-evaluation/report-viewer/3bb9f0fb9708/files/artifact_002.json,/3bb9f0fb9708/files/artifact_002.json,.json,redacted_text_copy,b96c41b070505656908d20dcffcebb9ab2d3edef71d61503d99bf8442642c55a,b96c41b070505656908d20dcffcebb9ab2d3edef71d61503d99bf8442642c55a
3bb9f0fb9708,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-16 b/output/inits.json,output-evaluation/report-viewer/3bb9f0fb9708/files/artifact_003.json,/3bb9f0fb9708/files/artifact_003.json,.json,redacted_text_copy,55411d7efcba84322979a885957d028411af114afeaf970dfa24669057a489e4,ebf7723b189aa00ffc4d9fc6c56dce552fed63d4ca37011f235b97a51d7fa61b
b62c467e0c43,WORKSPACES/runs/20260807-122314-319-adab3e35/output/FinalLightCurve_KELT-20 b_08-18-2023.png,output/FinalLightCurve_KELT-20 b_08-18-2023.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-20 b/output/FinalLightCurve_KELT-20 b_08-18-2023.png,output-evaluation/report-viewer/b62c467e0c43/files/artifact_001.png,/b62c467e0c43/files/artifact_001.png,.png,byte_copy,bd969c78e6e14d96ff12580354af55186e5f7c62d2e43ec79ebef267561f1b10,bd969c78e6e14d96ff12580354af55186e5f7c62d2e43ec79ebef267561f1b10
b62c467e0c43,temp/FinalParams_KELT-20 b_08-18-2023.json,tmp/FinalParams_KELT-20 b_08-18-2023.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-20 b/output/temp/FinalParams_KELT-20 b_08-18-2023.json,output-evaluation/report-viewer/b62c467e0c43/files/artifact_002.json,/b62c467e0c43/files/artifact_002.json,.json,redacted_text_copy,1b49db0cb2cafe85c8c5ff19c2748f951dc6bab484a24ead212467db37092293,1b49db0cb2cafe85c8c5ff19c2748f951dc6bab484a24ead212467db37092293
b62c467e0c43,temp/FinalLightCurve_KELT-20 b_08-18-2023.csv,tmp/FinalLightCurve_KELT-20 b_08-18-2023.csv,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-20 b/output/temp/FinalLightCurve_KELT-20 b_08-18-2023.csv,output-evaluation/report-viewer/b62c467e0c43/files/artifact_003.csv,/b62c467e0c43/files/artifact_003.csv,.csv,redacted_text_copy,f59986200e016063d80540aa91f0cfd0e18023390398f13d64494a43dc60defd,f59986200e016063d80540aa91f0cfd0e18023390398f13d64494a43dc60defd
35f9728cc53f,WORKSPACES/runs/20260807-180549-031-09c69261/output/FinalLightCurve_KELT-7 b_01-07-2017.png,output/FinalLightCurve_KELT-7 b_01-07-2017.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-7 b/output/FinalLightCurve_KELT-7 b_01-07-2017.png,output-evaluation/report-viewer/35f9728cc53f/files/artifact_001.png,/35f9728cc53f/files/artifact_001.png,.png,byte_copy,5760172058db14f6ef4057a86776a5cee53784e64748ad0926cd00a874de2ce4,5760172058db14f6ef4057a86776a5cee53784e64748ad0926cd00a874de2ce4
35f9728cc53f,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/KELT-7 b/output/inits.json,output-evaluation/report-viewer/35f9728cc53f/files/artifact_002.json,/35f9728cc53f/files/artifact_002.json,.json,redacted_text_copy,56c37793ff5c289c74b1bce8c057bac7fef2329e116b0357be541936e052c6b7,68eba6f35e1d2a2c331e15b2e949bdf85afcba0341e62f5426eb8681a85e78d3
239a36f48b44,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-1 b/output/inits.json,output-evaluation/report-viewer/239a36f48b44/files/artifact_001.json,/239a36f48b44/files/artifact_001.json,.json,redacted_text_copy,a55c3c064cade4472013dc28fa6e4e8b65190e4ac5dbdcefa5568799dd337958,38d3ed0f5085649d5d47ea123cbc8701522947f9bf738be28b6e001f0eaf6307
239a36f48b44,WORKSPACES/runs/20260806-141939-907-289134d2/output/FinalLightCurve_Qatar-1 b_2026-08-03.png,output/FinalLightCurve_Qatar-1 b_2026-08-03.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-1 b/output/FinalLightCurve_Qatar-1 b_2026-08-03.png,output-evaluation/report-viewer/239a36f48b44/files/artifact_002.png,/239a36f48b44/files/artifact_002.png,.png,byte_copy,4605138e5b322b70dde131f87894f3070ea55ca191444221ed577afee1550194,4605138e5b322b70dde131f87894f3070ea55ca191444221ed577afee1550194
239a36f48b44,WORKSPACES/runs/20260806-141939-907-289134d2/output/temp/Triangle_Qatar-1 b_2026-08-03.png,output/tmp/Triangle_Qatar-1 b_2026-08-03.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-1 b/output/temp/Triangle_Qatar-1 b_2026-08-03.png,output-evaluation/report-viewer/239a36f48b44/files/artifact_003.png,/239a36f48b44/files/artifact_003.png,.png,byte_copy,f1f24923d45798da83c2ae5317ac2ec0d66db98b0a50cd4ed0f34581df405df4,f1f24923d45798da83c2ae5317ac2ec0d66db98b0a50cd4ed0f34581df405df4
239a36f48b44,temp/FinalParams_Qatar-1 b_2026-08-03.json,tmp/FinalParams_Qatar-1 b_2026-08-03.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-1 b/output/temp/FinalParams_Qatar-1 b_2026-08-03.json,output-evaluation/report-viewer/239a36f48b44/files/artifact_004.json,/239a36f48b44/files/artifact_004.json,.json,redacted_text_copy,cd99ca744642ecda127a6466d2e25077f3f319a62e06662d681a45859aa71e69,cd99ca744642ecda127a6466d2e25077f3f319a62e06662d681a45859aa71e69
239a36f48b44,temp/FinalLightCurve_Qatar-1 b_2026-08-03.csv,tmp/FinalLightCurve_Qatar-1 b_2026-08-03.csv,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-1 b/output/temp/FinalLightCurve_Qatar-1 b_2026-08-03.csv,output-evaluation/report-viewer/239a36f48b44/files/artifact_005.csv,/239a36f48b44/files/artifact_005.csv,.csv,redacted_text_copy,be0a547f01f8beaca224991722c24c236ffd6de3d8bc23c0c61571b03f24aa07,be0a547f01f8beaca224991722c24c236ffd6de3d8bc23c0c61571b03f24aa07
bab7d04cffc1,FinalLightCurve_Qatar-10 b_07-15-2024.png,output/FinalLightCurve_Qatar-10 b_07-15-2024.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-10 b/output/FinalLightCurve_Qatar-10 b_07-15-2024.png,output-evaluation/report-viewer/bab7d04cffc1/files/artifact_001.png,/bab7d04cffc1/files/artifact_001.png,.png,byte_copy,93754ec955f12b66366f328e194c1165c622008020fb169ab998e3143568c904,93754ec955f12b66366f328e194c1165c622008020fb169ab998e3143568c904
bab7d04cffc1,Triangle_Qatar-10 b_07-15-2024.png,output/tmp/Triangle_Qatar-10 b_07-15-2024.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-10 b/output/temp/Triangle_Qatar-10 b_07-15-2024.png,output-evaluation/report-viewer/bab7d04cffc1/files/artifact_002.png,/bab7d04cffc1/files/artifact_002.png,.png,byte_copy,8456c295983dc076aaf84348d54f971d779eaa38dd814e829f9174edc8d199bf,8456c295983dc076aaf84348d54f971d779eaa38dd814e829f9174edc8d199bf
bab7d04cffc1,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/Qatar-10 b/output/inits.json,output-evaluation/report-viewer/bab7d04cffc1/files/artifact_003.json,/bab7d04cffc1/files/artifact_003.json,.json,redacted_text_copy,172948b7478c8140a2dab285747ab23639f261de8a16cdfdeed85e5d8c1451c5,06185b7681e5e76450322fa64a20ba38927cf6bad938be8780afea9c6ec0aa79
b53b22d18614,FinalLightCurve_TrES-1 b_2026-08-02.png,output/FinalLightCurve_TrES-1 b_2026-08-02.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-1 b/output/FinalLightCurve_TrES-1 b_2026-08-02.png,output-evaluation/report-viewer/b53b22d18614/files/artifact_001.png,/b53b22d18614/files/artifact_001.png,.png,byte_copy,eb036d96fc3719fa317095cfb233e1a21a04020cad8f24c9bd441120a3ee0bbb,eb036d96fc3719fa317095cfb233e1a21a04020cad8f24c9bd441120a3ee0bbb
b53b22d18614,temp/Triangle_TrES-1 b_2026-08-02.png,tmp/Triangle_TrES-1 b_2026-08-02.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-1 b/output/temp/Triangle_TrES-1 b_2026-08-02.png,output-evaluation/report-viewer/b53b22d18614/files/artifact_002.png,/b53b22d18614/files/artifact_002.png,.png,byte_copy,ea6249e55c0490bfdae905a44f6351d88414c8818f341e75cd220c287d087972,ea6249e55c0490bfdae905a44f6351d88414c8818f341e75cd220c287d087972
b53b22d18614,temp/FinalParams_TrES-1 b_2026-08-02.json,tmp/FinalParams_TrES-1 b_2026-08-02.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-1 b/output/temp/FinalParams_TrES-1 b_2026-08-02.json,output-evaluation/report-viewer/b53b22d18614/files/artifact_003.json,/b53b22d18614/files/artifact_003.json,.json,redacted_text_copy,56952e90405d656e5bca6e695094a1c0c74c91dd12f4f00ce2a0c241d6f61c10,56952e90405d656e5bca6e695094a1c0c74c91dd12f4f00ce2a0c241d6f61c10
b53b22d18614,temp/FinalLightCurve_TrES-1 b_2026-08-02.csv,tmp/FinalLightCurve_TrES-1 b_2026-08-02.csv,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-1 b/output/temp/FinalLightCurve_TrES-1 b_2026-08-02.csv,output-evaluation/report-viewer/b53b22d18614/files/artifact_004.csv,/b53b22d18614/files/artifact_004.csv,.csv,redacted_text_copy,3c0056d72b649caa448921bbece9ebd5bbd3cf96bb51322b7b0a45c6bee2eb3a,3c0056d72b649caa448921bbece9ebd5bbd3cf96bb51322b7b0a45c6bee2eb3a
b53b22d18614,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-1 b/output/inits.json,output-evaluation/report-viewer/b53b22d18614/files/artifact_005.json,/b53b22d18614/files/artifact_005.json,.json,redacted_text_copy,ce3486c43bbdfc2e6e5175b36f10430ccc7bd3e29c1f38fed03defc4cce433b9,bc7f666b2e312405d094464b65aa92e77ff668404ee60be819c863e93a8f9871
6e3901c3bf20,WORKSPACES/runs/20260807-105324-400-883dd536/output/FinalLightCurve_TrES-2 b_08-17-2023.png,output/FinalLightCurve_TrES-2 b_08-17-2023.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-2 b/output/FinalLightCurve_TrES-2 b_08-17-2023.png,output-evaluation/report-viewer/6e3901c3bf20/files/artifact_001.png,/6e3901c3bf20/files/artifact_001.png,.png,byte_copy,bed77091c0c24fd9f9333d12a9daab0bf1b5d2e3d205ab47892ec6ac8be117a3,bed77091c0c24fd9f9333d12a9daab0bf1b5d2e3d205ab47892ec6ac8be117a3
6e3901c3bf20,FinalLightCurve_TrES-2 b_08-17-2023.pdf,output/FinalLightCurve_TrES-2 b_08-17-2023.pdf,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-2 b/output/FinalLightCurve_TrES-2 b_08-17-2023.pdf,output-evaluation/report-viewer/6e3901c3bf20/files/artifact_002.pdf,/6e3901c3bf20/files/artifact_002.pdf,.pdf,byte_copy,79ac9821a4444f2d891c144130f41608342de39b4707f58e066e8287e4359a25,79ac9821a4444f2d891c144130f41608342de39b4707f58e066e8287e4359a25
6e3901c3bf20,temp/FinalParams_TrES-2 b_08-17-2023.json,tmp/FinalParams_TrES-2 b_08-17-2023.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-2 b/output/temp/FinalParams_TrES-2 b_08-17-2023.json,output-evaluation/report-viewer/6e3901c3bf20/files/artifact_003.json,/6e3901c3bf20/files/artifact_003.json,.json,redacted_text_copy,c807377f8f43b7f8dcc36a79edba2c66555277e6120d1acfd5a8c5f2972296ea,c807377f8f43b7f8dcc36a79edba2c66555277e6120d1acfd5a8c5f2972296ea
6e3901c3bf20,temp/FinalLightCurve_TrES-2 b_08-17-2023.csv,tmp/FinalLightCurve_TrES-2 b_08-17-2023.csv,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-2 b/output/temp/FinalLightCurve_TrES-2 b_08-17-2023.csv,output-evaluation/report-viewer/6e3901c3bf20/files/artifact_004.csv,/6e3901c3bf20/files/artifact_004.csv,.csv,redacted_text_copy,da8425258e8cf6272530368a0b3c4f07b2f2ddb5a533c87d20203e0bb87f7b42,da8425258e8cf6272530368a0b3c4f07b2f2ddb5a533c87d20203e0bb87f7b42
6e3901c3bf20,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/TrES-2 b/output/inits.json,output-evaluation/report-viewer/6e3901c3bf20/files/artifact_005.json,/6e3901c3bf20/files/artifact_005.json,.json,redacted_text_copy,9e702f62f19790d67f49c630db96031fe375c368bd51c72cb6fdc84c05b7485f,4381d931c5efec2d7160d8f90d71cb491c9a1c9b68b0bb48746eee288ee9418c
9d3e234faaab,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-183 b/output/inits.json,output-evaluation/report-viewer/9d3e234faaab/files/artifact_001.json,/9d3e234faaab/files/artifact_001.json,.json,redacted_text_copy,59ba74504a71c1e0cb62ec0e065149aa061240e228824227ccabe19a76d418bb,aed6a4670e09478a467a29f259b6ad4db5b982e1258bb90302f122627b729d6e
9d3e234faaab,WORKSPACES/runs/20260806-220548-193-86246f4a/output/FinalLightCurve_WASP-183 b_03-29-2025.png,output/FinalLightCurve_WASP-183 b_03-29-2025.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-183 b/output/FinalLightCurve_WASP-183 b_03-29-2025.png,output-evaluation/report-viewer/9d3e234faaab/files/artifact_002.png,/9d3e234faaab/files/artifact_002.png,.png,byte_copy,efffbc8782cad7fc253241ab44460007926a8046cd41579d5960f9ba6f6fe2c6,efffbc8782cad7fc253241ab44460007926a8046cd41579d5960f9ba6f6fe2c6
6de8faffe354,WORKSPACES/runs/20260807-102513-571-0862da09/output/FinalLightCurve_WASP-43 b_03-12-2026.png,output/FinalLightCurve_WASP-43 b_03-12-2026.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-43 b/output/FinalLightCurve_WASP-43 b_03-12-2026.png,output-evaluation/report-viewer/6de8faffe354/files/artifact_001.png,/6de8faffe354/files/artifact_001.png,.png,byte_copy,5a35f0ebfd792cec05dc93ca3c88b308eb829689607e8f77413744b396bc7691,5a35f0ebfd792cec05dc93ca3c88b308eb829689607e8f77413744b396bc7691
6de8faffe354,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-43 b/output/inits.json,output-evaluation/report-viewer/6de8faffe354/files/artifact_002.json,/6de8faffe354/files/artifact_002.json,.json,redacted_text_copy,0981fb51f0fdc61e3bfd566db0cbbbc4387778992b9b143e850aacba9c4296d8,37585f9139fa7f1d4c0570befd15beb27ae94f7f502710d7e1fd571decbc25ed
3a9b55dbada2,WORKSPACES/runs/20260806-142002-304-ae532335/output/FinalLightCurve_WASP-44 b_2026-07-15.png,output/FinalLightCurve_WASP-44 b_2026-07-15.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-44 b/output/FinalLightCurve_WASP-44 b_2026-07-15.png,output-evaluation/report-viewer/3a9b55dbada2/files/artifact_001.png,/3a9b55dbada2/files/artifact_001.png,.png,byte_copy,6597a3cde4dfe6be015709431fe91601d81b66fedd2aa48e0c746a67ea757f29,6597a3cde4dfe6be015709431fe91601d81b66fedd2aa48e0c746a67ea757f29
3a9b55dbada2,temp/FinalParams_WASP-44 b_2026-07-15.json,tmp/FinalParams_WASP-44 b_2026-07-15.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-44 b/output/temp/FinalParams_WASP-44 b_2026-07-15.json,output-evaluation/report-viewer/3a9b55dbada2/files/artifact_002.json,/3a9b55dbada2/files/artifact_002.json,.json,redacted_text_copy,e2e2e9c8b7e425e14bf674325f961cb581ed3fd9d8789f32ad82273d8a0460a3,e2e2e9c8b7e425e14bf674325f961cb581ed3fd9d8789f32ad82273d8a0460a3
3a9b55dbada2,temp/FinalLightCurve_WASP-44 b_2026-07-15.csv,tmp/FinalLightCurve_WASP-44 b_2026-07-15.csv,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-44 b/output/temp/FinalLightCurve_WASP-44 b_2026-07-15.csv,output-evaluation/report-viewer/3a9b55dbada2/files/artifact_003.csv,/3a9b55dbada2/files/artifact_003.csv,.csv,redacted_text_copy,20b9514605e57d93c63533a081a0db33a9e5122ed9d15ecf0c1f13ffe10a39ca,20b9514605e57d93c63533a081a0db33a9e5122ed9d15ecf0c1f13ffe10a39ca
54f0e5fa081e,FinalLightCurve_WASP-65 b_03-12-2026.png,output/FinalLightCurve_WASP-65 b_03-12-2026.png,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-65 b/output/FinalLightCurve_WASP-65 b_03-12-2026.png,output-evaluation/report-viewer/54f0e5fa081e/files/artifact_001.png,/54f0e5fa081e/files/artifact_001.png,.png,byte_copy,7a03cb290adb3b8ce1426db7f2d65fa4fc13eff5be87d74bea02253fc8aa0195,7a03cb290adb3b8ce1426db7f2d65fa4fc13eff5be87d74bea02253fc8aa0195
54f0e5fa081e,inits.json,output/inits.json,ANONYMIZED_RESULTS/gpt-5.6-luna/ReAct/WASP-65 b/output/inits.json,output-evaluation/report-viewer/54f0e5fa081e/files/artifact_002.json,/54f0e5fa081e/files/artifact_002.json,.json,redacted_text_copy,e30e9b1a18b4689f5657102d09c25b46609357f8ff6f0406c0d05ecf6f61867c,36910c7dab23502a762cb7288054e989e8ee6a72b8149593a58ee7a195ce785a
