# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_target
"observation/WASP-183 b/ogg0m463-sq40-20250329-0253-e91.fits",2460764.9186294773,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0254-e91.fits",2460764.919464644,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0255-e91.fits",2460764.92032301,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0256-e91.fits",2460764.9211698766,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0257-e91.fits",2460764.9220050434,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0258-e91.fits",2460764.9228403103,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0259-e91.fits",2460764.923687077,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0260-e91.fits",2460764.9245221443,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0261-e91.fits",2460764.925369011,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0262-e91.fits",2460764.9262042777,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0263-e91.fits",2460764.9270394444,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0264-e91.fits",2460764.9278863105,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0265-e91.fits",2460764.9287214777,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0266-e91.fits",2460764.9295566445,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0267-e91.fits",2460764.9303918113,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0268-e91.fits",2460764.9312385777,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0269-e91.fits",2460764.9320853446,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0270-e91.fits",2460764.9329205113,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0271-e91.fits",2460764.9337557782,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0272-e91.fits",2460764.9346025446,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0273-e91.fits",2460764.9354377114,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0274-e91.fits",2460764.9362845775,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0275-e91.fits",2460764.9371313443,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0276-e91.fits",2460764.937966411,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0277-e91.fits",2460764.9388131774,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0278-e91.fits",2460764.939648444,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0279-e91.fits",2460764.9404953104,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0280-e91.fits",2460764.9413304776,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0281-e91.fits",2460764.9421772435,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0282-e91.fits",2460764.9430125104,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0283-e91.fits",2460764.943859377,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0284-e91.fits",2460764.944706243,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0285-e91.fits",2460764.9455531095,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0286-e91.fits",2460764.9463883764,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0287-e91.fits",2460764.9472235427,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0288-e91.fits",2460764.9480704092,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0289-e91.fits",2460764.948917075,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0290-e91.fits",2460764.9497522423,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0291-e91.fits",2460764.950599109,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0292-e91.fits",2460764.951434275,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0293-e91.fits",2460764.952269442,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/WASP-183 b/ogg0m463-sq40-20250329-0294-e91.fits",2460764.953116208,False,False,False,False,False,False,False,False,False,False,False,False,False,False
