# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_comp4,lowflux_comp5,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_comp4,outofframe_comp5,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_comp4,skybg_comp5,skybg_target
"observation/KELT-16 b/elp0m473-sq46-20260707-0145-e91.fits",2461229.7444869326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0146-e91.fits",2461229.745217568,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0147-e91.fits",2461229.7459552027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0148-e91.fits",2461229.746685837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0149-e91.fits",2461229.747416072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0150-e91.fits",2461229.748154107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0151-e91.fits",2461229.748885141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0152-e91.fits",2461229.7496225764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0153-e91.fits",2461229.750353111,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0154-e91.fits",2461229.7510836455,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0155-e91.fits",2461229.7518213806,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0156-e91.fits",2461229.752551715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0157-e91.fits",2461229.75328895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0158-e91.fits",2461229.7540190844,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0159-e91.fits",2461229.754749719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0160-e91.fits",2461229.755487254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0161-e91.fits",2461229.756217389,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0162-e91.fits",2461229.7569761244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0163-e91.fits",2461229.757708759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0164-e91.fits",2461229.7584397937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0165-e91.fits",2461229.7591775283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0166-e91.fits",2461229.7599077635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0167-e91.fits",2461229.760638198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0168-e91.fits",2461229.761375833,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0169-e91.fits",2461229.762106067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0170-e91.fits",2461229.762843802,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0171-e91.fits",2461229.763574037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0172-e91.fits",2461229.764305071,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0173-e91.fits",2461229.765042306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0174-e91.fits",2461229.7657735404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0175-e91.fits",2461229.766504075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0176-e91.fits",2461229.7672419096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0177-e91.fits",2461229.7679721443,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0178-e91.fits",2461229.768709579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0179-e91.fits",2461229.769439914,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0180-e91.fits",2461229.7701772484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0181-e91.fits",2461229.770907783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0182-e91.fits",2461229.7716387175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0183-e91.fits",2461229.7723758523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0184-e91.fits",2461229.7731069867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0185-e91.fits",2461229.7738466216,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0186-e91.fits",2461229.774576756,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0187-e91.fits",2461229.775306591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0188-e91.fits",2461229.776043826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0189-e91.fits",2461229.7767807604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0190-e91.fits",2461229.777510595,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0191-e91.fits",2461229.7782479296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0192-e91.fits",2461229.778977864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0193-e91.fits",2461229.7797083985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0194-e91.fits",2461229.7804415333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0195-e91.fits",2461229.781178768,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0196-e91.fits",2461229.781909202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0197-e91.fits",2461229.782646737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0198-e91.fits",2461229.783383972,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0199-e91.fits",2461229.784114006,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0200-e91.fits",2461229.7848582417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0201-e91.fits",2461229.7855960764,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0202-e91.fits",2461229.786333411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0203-e91.fits",2461229.7870633453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0204-e91.fits",2461229.78779308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0205-e91.fits",2461229.7885310147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0206-e91.fits",2461229.789261249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0207-e91.fits",2461229.7899985835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0208-e91.fits",2461229.790728618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0209-e91.fits",2461229.7914654524,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0210-e91.fits",2461229.792195087,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0211-e91.fits",2461229.792931922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0212-e91.fits",2461229.793661856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0213-e91.fits",2461229.794398691,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0214-e91.fits",2461229.7951282253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0215-e91.fits",2461229.795858559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0216-e91.fits",2461229.796595394,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0217-e91.fits",2461229.7973251287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0218-e91.fits",2461229.7980612633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0219-e91.fits",2461229.798798798,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0220-e91.fits",2461229.799528932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0221-e91.fits",2461229.800265667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0222-e91.fits",2461229.800994801,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0223-e91.fits",2461229.801731836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0224-e91.fits",2461229.80246057,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0225-e91.fits",2461229.8031973047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0226-e91.fits",2461229.8039338393,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0227-e91.fits",2461229.8046629736,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0228-e91.fits",2461229.805400108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0229-e91.fits",2461229.8061306425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0230-e91.fits",2461229.806867077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0231-e91.fits",2461229.8075968116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0232-e91.fits",2461229.808333646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0233-e91.fits",2461229.8090700805,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0234-e91.fits",2461229.809802815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0235-e91.fits",2461229.8105323496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0236-e91.fits",2461229.811268684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0237-e91.fits",2461229.8119980185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0238-e91.fits",2461229.812735053,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0239-e91.fits",2461229.8134638867,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0240-e91.fits",2461229.814200822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0241-e91.fits",2461229.814937456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0242-e91.fits",2461229.8156668902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0243-e91.fits",2461229.816404025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0244-e91.fits",2461229.8171338593,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0245-e91.fits",2461229.8178696935,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0246-e91.fits",2461229.818598328,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0247-e91.fits",2461229.8193342625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0248-e91.fits",2461229.8200704968,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0249-e91.fits",2461229.820799531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0250-e91.fits",2461229.8215354653,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0251-e91.fits",2461229.8222648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0252-e91.fits",2461229.823001434,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0253-e91.fits",2461229.823730668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0254-e91.fits",2461229.8244669028,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0255-e91.fits",2461229.825196037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0256-e91.fits",2461229.8259324715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0257-e91.fits",2461229.8266683063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0258-e91.fits",2461229.82739734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0259-e91.fits",2461229.8281336743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0260-e91.fits",2461229.8288624086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0261-e91.fits",2461229.829598343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0262-e91.fits",2461229.8303342774,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0263-e91.fits",2461229.831063212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0264-e91.fits",2461229.8317992464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0265-e91.fits",2461229.8325348804,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0266-e91.fits",2461229.8332707146,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0267-e91.fits",2461229.8339994494,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0268-e91.fits",2461229.8347355835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0269-e91.fits",2461229.8354716175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0270-e91.fits",2461229.836200552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0271-e91.fits",2461229.836936186,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0272-e91.fits",2461229.8376647206,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0273-e91.fits",2461229.8384002545,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0274-e91.fits",2461229.8391361893,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0275-e91.fits",2461229.839864323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0276-e91.fits",2461229.8405999574,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0277-e91.fits",2461229.841335092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0278-e91.fits",2461229.842063226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0279-e91.fits",2461229.8427986605,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0280-e91.fits",2461229.843534195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0281-e91.fits",2461229.844262829,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/KELT-16 b/elp0m473-sq46-20260707-0282-e91.fits",2461229.844998063,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
