BJD,Norm Flux,Norm Err,AM
2461229.76650408,0.9726794,0.007971,1.18
2461229.76724191,0.9962542,0.007972,1.18
2461229.76797214,0.9954288,0.007972,1.17
2461229.76870958,0.9990664,0.007972,1.17
2461229.76943991,0.9997525,0.007972,1.17
2461229.77017725,0.9939454,0.007972,1.17
2461229.77090778,0.9800613,0.007972,1.16
2461229.77163872,0.9945119,0.007973,1.16
2461229.77237585,0.9946363,0.007973,1.16
2461229.77310699,0.9885467,0.007973,1.15
2461229.77384662,0.9788584,0.007973,1.15
2461229.77457676,0.9943395,0.007973,1.15
2461229.77530659,0.9865814,0.007973,1.15
2461229.77604383,0.982129,0.007973,1.14
2461229.77678076,1.0033528,0.007974,1.14
2461229.7775106,0.98835,0.007974,1.14
2461229.77824793,0.9977212,0.007974,1.14
2461229.77897786,0.9898575,0.007974,1.13
2461229.7797084,0.9915331,0.007974,1.13
2461229.78044153,0.9992909,0.007974,1.13
2461229.78117877,0.9867814,0.007975,1.13
2461229.7819092,0.9850694,0.007975,1.13
2461229.78264674,0.974318,0.007975,1.12
2461229.78338397,0.9885985,0.007975,1.12
2461229.78411401,0.9709734,0.007975,1.12
2461229.78485824,0.9927581,0.007975,1.12
2461229.78559608,1.00698,0.007975,1.11
2461229.78633341,0.994511,0.007975,1.11
2461229.78706335,0.9908362,0.007976,1.11
2461229.78779308,0.992166,0.007976,1.11
2461229.78853101,0.9889631,0.007976,1.11
2461229.78926125,0.9820636,0.007976,1.1
2461229.78999858,0.98549,0.007976,1.1
2461229.79072862,0.9725061,0.007976,1.1
2461229.79146545,0.9877164,0.007976,1.1
2461229.79219509,0.9865094,0.007976,1.1
2461229.79293192,0.9799723,0.007977,1.09
2461229.79366186,0.9867575,0.007977,1.09
2461229.79439869,0.9979082,0.007977,1.09
2461229.79512823,1.0051526,0.007977,1.09
2461229.79585856,0.9806067,0.007977,1.09
2461229.79659539,0.9910374,0.007977,1.08
2461229.79732513,0.9876652,0.007977,1.08
2461229.79806126,1.0046544,0.007977,1.08
2461229.7987988,0.9857741,0.007977,1.08
2461229.79952893,0.9845603,0.007978,1.08
2461229.80026567,0.9992691,0.007978,1.08
2461229.8009948,0.9940651,0.007978,1.07
2461229.80173184,0.9880781,0.007978,1.07
2461229.80246057,0.9803529,0.007978,1.07
2461229.8031973,0.9787043,0.007978,1.07
2461229.80393384,0.9824227,0.007978,1.07
2461229.80466297,0.9822455,0.007978,1.07
2461229.80540011,0.9940325,0.007978,1.07
2461229.80613064,0.9797251,0.007978,1.06
2461229.80686708,0.9979777,0.007979,1.06
2461229.80759681,0.9851517,0.007979,1.06
2461229.80833365,0.992198,0.007979,1.06
2461229.80907008,0.9700261,0.007979,1.06
2461229.80980282,0.9903499,0.007979,1.06
2461229.81053235,0.9865916,0.007979,1.05
2461229.81126868,0.9927427,0.007979,1.05
2461229.81199802,0.9917393,0.007979,1.05
2461229.81273505,0.9877287,0.007979,1.05
2461229.81346389,0.9840786,0.007979,1.05
2461229.81420082,0.9771758,0.007979,1.05
2461229.81493746,0.9974686,0.007979,1.05
2461229.81566689,0.9677632,0.00798,1.05
2461229.81640402,0.9875075,0.00798,1.04
2461229.81713386,0.9862025,0.00798,1.04
2461229.81786969,0.9918378,0.00798,1.04
2461229.81859833,0.9899618,0.00798,1.04
2461229.81933426,0.9891721,0.00798,1.04
2461229.8200705,0.9971494,0.00798,1.04
2461229.82079953,0.9918392,0.00798,1.04
2461229.82153547,0.9935512,0.00798,1.04
2461229.8222648,0.9838613,0.00798,1.04
2461229.82300143,0.9806128,0.00798,1.03
2461229.82373067,0.9886346,0.00798,1.03
2461229.8244669,0.9971249,0.00798,1.03
2461229.82519604,0.9984541,0.00798,1.03
2461229.82593247,0.988771,0.00798,1.03
2461229.82666831,0.98797,0.007981,1.03
2461229.82739734,0.9822281,0.007981,1.03
2461229.82813367,1.0029217,0.007981,1.03
2461229.82886241,0.9850276,0.007981,1.03
2461229.82959834,0.9920249,0.007981,1.03
2461229.83033428,0.9891184,0.007981,1.02
2461229.83106321,0.9972806,0.007981,1.02
2461229.83179925,0.9955286,0.007981,1.02
2461229.83253488,0.984028,0.007981,1.02
2461229.83327071,0.9757633,0.007981,1.02
2461229.83399945,0.9899456,0.007981,1.02
2461229.83473558,1.001946,0.007981,1.02
2461229.83547162,0.9794585,0.007981,1.02
2461229.83620055,0.9910387,0.007981,1.02
2461229.83693619,0.9830766,0.007981,1.02
2461229.83766472,0.9785327,0.007981,1.02
2461229.83840025,0.9842979,0.007981,1.02
2461229.83913619,0.9802738,0.007981,1.01
2461229.83986432,0.9837894,0.007981,1.01
2461229.84059996,0.9959831,0.007981,1.01
2461229.84133509,0.9926856,0.007982,1.01
2461229.84206323,0.9941281,0.007982,1.01
2461229.84279866,0.9920826,0.007982,1.01
2461229.8435342,0.9961625,0.007982,1.01
2461229.84426283,0.9759159,0.007982,1.01
2461229.84499806,0.9887189,0.007982,1.01
2461229.8457336,1.0033009,0.007982,1.01
2461229.84646243,0.9875314,0.007982,1.01
2461229.84719747,0.9881712,0.007982,1.01
2461229.8479256,0.9982166,0.007982,1.01
2461229.84866083,1.0014766,0.007982,1.01
2461229.84939597,1.0086189,0.007982,1.01
2461229.8501246,0.9869454,0.007982,1.01
2461229.85086004,1.0008496,0.007982,1.01
2461229.85159527,0.9917947,0.007982,1.01
2461229.8523241,1.0130348,0.007982,1.01
2461229.85305914,0.993626,0.007982,1.0
2461229.85379427,0.9949423,0.007982,1.0
2461229.85452921,1.009204,0.007982,1.0
2461229.85525704,1.0086163,0.007982,1.0
2461229.85599218,1.0003387,0.007982,1.0
2461229.85672711,1.0082544,0.007982,1.0
2461229.85745554,0.9952126,0.007982,1.0
2461229.85819068,0.9934286,0.007982,1.0
2461229.85892561,1.0019984,0.007982,1.0
2461229.85966055,1.0152836,0.007982,1.0
2461229.86038868,0.9950453,0.007982,1.0
2461229.86112351,0.9957755,0.007982,1.0
2461229.86185865,1.0156979,0.007982,1.0
2461229.86259368,1.0031053,0.007982,1.0
2461229.86332182,1.0083204,0.007982,1.0
2461229.86405675,0.994637,0.007982,1.0
2461229.86479159,0.9947167,0.007982,1.0
2461229.86552662,0.9996075,0.007982,1.0
2461229.86625475,1.0112506,0.007982,1.0
2461229.86698959,0.9948296,0.007982,1.0
2461229.86772472,0.9975016,0.007982,1.0
2461229.86845256,1.0063478,0.007982,1.0
2461229.86918739,1.0119805,0.007982,1.0
2461229.86992242,1.0087898,0.007982,1.0
2461229.87065706,1.001379,0.007982,1.0
2461229.87139169,1.0088323,0.007982,1.0
2461229.87211943,0.9965109,0.007982,1.0
2461229.87285406,1.0021081,0.007982,1.0
2461229.87358889,1.0039047,0.007982,1.0
2461229.87432343,0.9867305,0.007982,1.0
2461229.87505836,1.0075176,0.007982,1.0
2461229.8757859,0.9908551,0.007982,1.0
2461229.87652083,1.0155624,0.007982,1.0
2461229.87725537,0.9952026,0.007982,1.0
2461229.8779898,1.0103133,0.007982,1.0
2461229.87871753,1.0032354,0.007982,1.0
2461229.87945187,1.0046701,0.007982,1.0
2461229.8801865,0.9995464,0.007982,1.0
2461229.88092094,1.0049691,0.007982,1.0
2461229.88164877,1.0055388,0.007982,1.0
2461229.8823835,0.9957327,0.007982,1.0
2461229.88311804,1.0032721,0.007982,1.0
2461229.88385337,0.9935824,0.007982,1.0
2461229.8845879,0.9987089,0.007982,1.0
2461229.88531564,0.9952522,0.007982,1.0
2461229.88604997,1.0056697,0.007982,1.0
2461229.88678431,0.994415,0.007982,1.0
2461229.88751874,0.9926724,0.007982,1.0
2461229.88824607,0.9893207,0.007982,1.0
2461229.88898091,0.9996901,0.007982,1.01
2461229.88971584,0.9839232,0.007982,1.01
2461229.89045038,0.9988114,0.007982,1.01
2461229.89118481,1.0008933,0.007982,1.01
2461229.89191934,0.9963672,0.007982,1.01
2461229.89264758,1.0075398,0.007982,1.01
2461229.89338181,1.0039688,0.007982,1.01
2461229.89411605,0.9985651,0.007982,1.01
2461229.89484998,0.9992176,0.007982,1.01
2461229.89558401,1.0045134,0.007982,1.01
2461229.89631855,0.9978664,0.007982,1.01
2461229.89705308,0.9994738,0.007982,1.01
2461229.89778712,1.0079524,0.007982,1.01
2461229.89852195,0.9966087,0.007982,1.01
2461229.89925638,1.0141346,0.007982,1.01
2461229.89999062,0.9977418,0.007982,1.01
2461229.90071785,0.9967521,0.007981,1.01
2461229.90145189,1.01485,0.007981,1.01
2461229.90218602,0.9993573,0.007981,1.01
2461229.90291995,0.9993204,0.007981,1.02
2461229.90365539,0.9968568,0.007981,1.02
2461229.90438972,1.000941,0.007981,1.02
2461229.90512386,0.9999727,0.007981,1.02
2461229.90585809,0.9962487,0.007981,1.02
2461229.90659202,0.9989309,0.007981,1.02
2461229.90731916,1.0045393,0.007981,1.02
2461229.90805319,0.9970787,0.007981,1.02
2461229.90878722,1.023326,0.007981,1.02
2461229.90952086,1.0069514,0.007981,1.02
2461229.91025449,1.0109746,0.007981,1.02
2461229.91098813,1.0074597,0.007981,1.02
2461229.91172246,1.0086739,0.007981,1.03
2461229.91245639,1.0030724,0.007981,1.03
