# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_comp4,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_comp4,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_comp4,skybg_target
"observation/HAT-P-19 b/HATP-19260711103316.FITS",2461232.9404801987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711103615.FITS",2461232.9425564897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711103915.FITS",2461232.944644703,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711104215.FITS",2461232.946721237,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711104515.FITS",2461232.948809196,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711104816.FITS",2461232.9508972126,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711105115.FITS",2461232.9529743483,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711105415.FITS",2461232.9550629435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711105716.FITS",2461232.957151643,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711110016.FITS",2461232.9592396016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711110316.FITS",2461232.961315279,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711110615.FITS",2461232.963392241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711110916.FITS",2461232.9654922257,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711111215.FITS",2461232.9675578214,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711111515.FITS",2461232.9696463933,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711111816.FITS",2461232.9717334607,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711112115.FITS",2461232.9738106774,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711112416.FITS",2461232.975899237,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711112955.FITS",2461232.9798234077,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711113531.FITS",2461232.9837236404,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711114113.FITS",2461232.9876712738,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711114656.FITS",2461232.9916434456,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711115239.FITS",2461232.995615987,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711115823.FITS",2461232.999599167,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711120408.FITS",2461233.003594697,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711120956.FITS",2461233.0076250792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711121545.FITS",2461233.0116648725,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711122135.FITS",2461233.015705672,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711122725.FITS",2461233.0197585453,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/HAT-P-19 b/HATP-19260711123317.FITS",2461233.023837276,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
