# filename,time,alignment_error,fits_error,lowflux_comp1,lowflux_comp2,lowflux_comp3,lowflux_target,outofframe_comp1,outofframe_comp2,outofframe_comp3,outofframe_target,skybg_comp1,skybg_comp2,skybg_comp3,skybg_target
"observation/Qatar-1 b/Qatar-1260804042115.FITS",2461256.6833026386,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804042417.FITS",2461256.6854017307,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804042715.FITS",2461256.6874673157,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804043015.FITS",2461256.689555424,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804043316.FITS",2461256.6916469466,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804043615.FITS",2461256.6937130983,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804043916.FITS",2461256.6958141234,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804044215.FITS",2461256.697879534,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804044515.FITS",2461256.699967921,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804044816.FITS",2461256.7020563064,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804045116.FITS",2461256.7041442064,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804045416.FITS",2461256.706231967,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804045715.FITS",2461256.7082987786,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804050015.FITS",2461256.710388415,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804050315.FITS",2461256.7124648443,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804050615.FITS",2461256.7145534153,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804050915.FITS",2461256.7166316393,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804051215.FITS",2461256.718719643,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804051516.FITS",2461256.720807265,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804051815.FITS",2461256.7228848985,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804052115.FITS",2461256.724971606,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804052415.FITS",2461256.727048869,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804052715.FITS",2461256.7291380996,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804053016.FITS",2461256.731226358,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804053315.FITS",2461256.7333033546,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804053616.FITS",2461256.7353939745,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804053915.FITS",2461256.7374709244,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804054215.FITS",2461256.73954872,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804054516.FITS",2461256.7416493515,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804054815.FITS",2461256.7437136276,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804055115.FITS",2461256.745803252,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804055417.FITS",2461256.7479030383,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804055715.FITS",2461256.749967696,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804060016.FITS",2461256.7520675985,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804060315.FITS",2461256.7541332524,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804060615.FITS",2461256.7562221587,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804060916.FITS",2461256.7583103823,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804061215.FITS",2461256.760388478,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804061515.FITS",2461256.762466123,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804061816.FITS",2461256.764566974,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804062116.FITS",2461256.7666442133,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804062416.FITS",2461256.768731673,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804062716.FITS",2461256.7708081487,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804063015.FITS",2461256.7728851447,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804063316.FITS",2461256.7749844566,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804063616.FITS",2461256.7770607118,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804063915.FITS",2461256.7791360994,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804064216.FITS",2461256.7812252026,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804064515.FITS",2461256.783303171,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804064817.FITS",2461256.785403455,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804065116.FITS",2461256.7874807864,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804065416.FITS",2461256.789559531,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804065715.FITS",2461256.7916372675,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804070016.FITS",2461256.7937285695,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804070316.FITS",2461256.79581677,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804070615.FITS",2461256.7978813234,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804070915.FITS",2461256.7999706925,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804071216.FITS",2461256.802069159,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804071515.FITS",2461256.8041343032,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"observation/Qatar-1 b/Qatar-1260804071815.FITS",2461256.8062224104,True,False,False,False,False,False,False,False,False,False,False,False,False,False
