# #x_centroid, y_centroid, amplitude, sigma_x, sigma_y, rotation offset
155.223506 201.474301 172164.758454 8.887719 7.339246 0.236776 1265.295288
154.174768 201.306201 174062.253942 8.804358 7.317165 0.217207 1287.743652
152.963616 201.256946 172149.678875 8.893728 7.379424 0.222431 1267.298706
152.033914 201.057338 175169.007993 8.916510 7.264583 0.200415 1263.630493
150.994503 200.717793 173781.690931 9.016798 7.287777 0.216273 1189.968994
150.145240 200.419757 174800.316071 9.164918 7.241689 0.182016 1296.772827
149.693608 200.249555 176843.460551 8.777690 7.274132 0.236815 1244.751953
148.993790 200.327083 179094.797312 8.998189 7.163307 0.183717 1276.338013
148.779392 200.351409 177195.740740 8.941374 7.242239 0.185006 1251.131592
148.149612 200.076940 177306.195660 9.269943 7.149707 0.171168 1316.569458
147.921012 200.085447 178383.237000 9.284840 7.147380 0.161918 1232.719971
147.787505 200.073802 179468.523885 9.000234 7.172378 0.189042 1211.847534
147.669186 199.824881 181730.305028 9.009043 7.116686 0.193751 1251.093994
147.596072 199.655055 182621.180005 8.857084 7.112089 0.188272 1206.989868
147.617264 199.574299 182501.799512 9.040417 7.079637 0.161832 1240.729492
147.292152 199.349907 183759.136750 9.110489 6.991434 0.158815 1266.986694
147.734558 199.307880 185340.066926 9.098826 6.997684 0.161164 1261.900146
147.852893 199.232742 186629.918616 9.157701 6.956363 0.156265 1253.966797
147.962865 199.332708 245253.422596 2.513651 5.261628 0.515033 37127.501672
148.070727 199.320704 238670.173551 2.615004 5.298999 0.512519 37074.168790
148.570490 199.006517 185803.996376 9.001589 7.036866 0.170160 1234.477295
148.690082 199.000705 238756.192699 2.662918 5.365722 0.510750 35397.890032
148.709329 198.781995 186109.230498 9.245892 6.969241 0.165532 1269.694458
148.981456 198.769922 186844.396475 9.266823 6.917922 0.160886 1277.112427
149.755322 198.710831 186891.024678 9.272752 6.956984 0.170320 1251.012207
150.078663 198.676928 187091.783141 9.187206 6.924637 0.166669 1303.659180
150.036939 198.620746 244864.298192 2.534670 5.187386 0.508013 37622.312088
150.539727 198.504067 188298.980552 9.273911 6.925417 0.171434 1259.685547
150.880891 198.589805 189153.686839 9.265953 6.894519 0.166350 1261.425415
151.776674 198.375226 250764.897918 2.504583 5.147540 0.467106 37134.253311
152.513053 198.236866 188133.362612 9.255100 6.932964 0.187660 1261.369995
152.875161 198.076904 247379.670676 2.536983 5.113007 0.479113 37484.315561
152.974422 198.271285 190434.933038 9.204905 6.831595 0.176582 1280.241699
153.652920 198.199653 188100.937058 9.233755 6.859797 0.181114 1295.750732
153.937097 197.881496 247122.495588 2.559578 5.084950 0.472169 37520.233856
154.832511 197.853734 191386.221468 9.172862 6.784458 0.200768 1314.538452
155.434661 197.672064 191065.238938 9.239328 6.829212 0.181281 1249.832764
155.897348 197.330932 245765.959431 2.530811 5.180901 0.526880 37661.380135
156.704859 197.317771 194396.819636 9.330257 6.694365 0.178418 1272.004517
157.511935 197.574789 188996.219112 9.440522 6.873300 0.169676 1302.940063
158.547235 197.634472 229428.633667 2.883400 5.352487 0.506052 34235.738906
159.531580 197.599429 189020.004034 9.381921 6.903884 0.171507 1228.339478
160.425778 197.483936 242454.125276 2.665624 5.229876 0.458263 35252.746061
161.433089 197.333165 186423.970432 9.177267 6.961970 0.234827 1260.619995
162.025267 197.537941 235961.706045 2.738708 5.098807 0.494981 37011.155630
162.855160 197.505164 191330.976518 9.232014 6.742737 0.210499 1279.125244
163.684377 197.335295 193208.463455 9.154684 6.724773 0.229265 1243.071167
164.584351 197.197233 187321.488256 9.266661 6.911607 0.244060 1215.656982
165.806638 197.275736 191374.809702 9.293489 6.738283 0.182383 1222.646851
166.485731 197.077062 189745.869929 9.141754 6.868723 0.205371 1185.544312
167.420909 197.114016 191641.322969 8.903165 6.836096 0.197849 1254.774902
167.767956 197.331393 195382.613022 8.896357 6.728189 0.245520 1216.948853
168.324279 197.322831 195837.490992 8.759204 6.774561 0.196680 1215.983154
168.721286 197.322856 198534.667313 8.745057 6.726802 0.217269 1143.678589
169.587288 197.082413 191498.466977 9.039344 6.846584 0.205535 1196.476563
170.002457 197.086901 197278.476049 8.716651 6.723282 0.204869 1237.464233
170.784825 196.973705 198927.917087 8.523540 6.710030 0.249291 1244.098511
171.683660 196.918087 198265.076797 8.848128 6.675535 0.206507 1225.233032
172.403055 196.762263 196790.409279 8.601008 6.790204 0.233160 1134.505859
172.960556 196.902142 193248.057052 8.973627 6.744917 0.250420 1220.891357
173.751585 196.798385 187636.554380 9.249060 6.899478 0.194057 1203.989258
174.369660 196.550727 198552.565970 8.745944 6.734406 0.214915 1164.914917
174.761791 196.834429 191320.512354 9.068408 6.823097 0.171900 1142.473389
175.867201 196.912767 196281.161474 8.676325 6.737524 0.200349 1227.968872
176.631122 196.696721 199577.090751 8.434391 6.775906 0.163546 1159.837646
176.878509 196.919306 196896.161003 8.495924 6.810874 0.231579 1198.703369
177.791764 196.809617 191043.510547 8.816571 6.911612 0.184636 1216.595825
178.686655 196.933440 195291.305519 8.645034 6.864290 0.176034 1161.021729
179.461255 197.048661 199098.176354 8.382336 6.830539 0.174454 1174.461060
179.701487 197.168005 198416.372706 8.336141 6.864661 0.190820 1207.848389
180.744494 197.221550 195300.735379 8.405793 6.910957 0.188488 1162.889282
181.601964 197.189463 195472.955739 8.192331 6.959137 0.212188 1202.848022
182.048461 197.439639 196482.292012 8.236241 6.894747 0.179632 1202.869751
182.684807 197.636160 193993.377183 8.143179 6.986711 0.197481 1196.312012
183.547800 197.597958 194053.069707 8.254713 6.935711 0.251451 1135.011108
183.879649 197.623840 194998.189015 8.338745 6.909423 0.184397 1183.598877
184.048800 201.361245 191544.366627 8.493544 6.915222 0.205284 1175.996826
184.729695 201.277917 190104.047920 8.295190 7.031490 0.215477 1163.907959
185.506043 201.428948 190868.366808 8.488990 6.980000 0.176152 1194.911377
186.171287 201.373993 189622.117759 8.239338 7.063571 0.190717 1201.554199
187.204637 201.381670 189081.109139 8.333831 7.033955 0.193523 1236.105103
188.066879 201.161221 192270.523653 8.264614 6.971424 0.162200 1204.601440
188.681777 201.348300 190495.196041 8.355389 6.974646 0.171062 1194.524048
189.048192 201.539525 188993.500505 8.424723 6.963549 0.168285 1229.606079
189.845745 201.595685 190202.273532 8.401053 6.938313 0.168533 1169.810303
190.174495 201.848235 193164.307936 8.271433 6.914886 0.130950 1207.048584
190.840456 201.880245 189783.716781 8.317622 6.947928 0.197943 1145.034424
191.125651 201.840228 192106.967010 8.319503 6.897570 0.156124 1167.069946
191.687941 201.741800 194812.998673 8.136606 6.875287 0.169904 1173.333496
191.957472 201.824594 191266.168440 8.292893 6.910770 0.180130 1168.063232
192.890483 201.730390 187630.425034 7.241146 7.816453 -0.785398 1190.067139
192.954155 201.533761 193817.318440 8.271653 6.871531 0.173611 1180.672852
193.708218 201.274106 190765.924948 8.371890 6.925032 0.216632 1181.620972
194.661245 201.121389 189361.755543 8.212418 6.986400 0.196296 1142.471191
194.886870 201.006472 192990.270774 8.581502 6.795949 0.165186 1136.134521
195.641799 200.592366 197358.353475 8.155118 6.848930 0.135732 1165.550171
196.006041 200.851420 197132.121164 8.357525 6.769134 0.159009 1129.294434
196.602727 200.815931 194803.863106 8.342177 6.818751 0.187259 1156.959961
196.756328 200.583962 195833.748921 7.153716 7.589486 -0.785398 1154.038574
196.821933 200.498657 195396.986301 7.142051 7.711227 -0.785398 1194.006348
197.603424 200.363491 197282.421732 8.454810 6.745626 0.181247 1163.164795
197.736169 200.333100 199236.201953 8.280313 6.762415 0.143749 1189.173340
197.974910 200.386149 192891.991385 8.580839 6.805373 0.218585 1176.672607
198.686561 200.284349 196997.684922 8.165646 6.835488 0.175496 1184.992554
198.997256 200.155092 194572.130919 7.145006 7.777118 -0.785398 1200.010742
199.502637 199.923673 196555.060481 8.415558 6.794134 0.156152 1167.292969
199.847664 199.672875 195718.197228 8.455056 6.777350 0.182259 1195.039795
200.073203 199.302372 198119.846453 8.563705 6.703710 0.158054 1169.505127
200.740218 199.118573 197035.468236 8.613863 6.734508 0.166527 1195.148560
201.039962 199.071477 198506.569462 8.619379 6.691535 0.156513 1178.853760
201.672199 198.653544 198742.986820 8.780685 6.700134 0.136441 1194.382324
201.876818 198.476603 195577.186228 7.198756 7.809977 -0.785398 1133.042969
202.527959 198.481668 199037.139233 8.741433 6.697234 0.130728 1195.462891
202.965486 198.729025 197424.597407 7.171014 7.769876 -0.785398 1208.053589
203.586694 198.588846 194017.234587 8.972498 6.778965 0.169465 1212.584473
203.947236 198.417577 197637.931141 8.868539 6.675823 0.149878 1220.578613
204.576561 198.270430 196204.991149 9.002750 6.735032 0.148940 1187.269531
204.804788 198.029109 195317.449903 9.032934 6.719437 0.147916 1280.720947
205.412103 198.008817 259787.089295 2.545308 5.210152 0.479117 34961.492130
205.741716 197.687056 197334.115311 9.000782 6.721612 0.148666 1242.677856
206.539446 197.871904 195966.098802 9.070249 6.748156 0.151224 1267.792969
206.790051 197.610203 197778.900425 8.930041 6.705037 0.148460 1255.960083
207.547008 197.845073 198399.949338 8.952763 6.684483 0.130694 1292.164185
208.433213 197.508433 195369.345476 9.023374 6.780010 0.154812 1241.722412
208.930191 197.212181 199243.606713 8.882077 6.694877 0.143134 1327.534546
209.391446 197.091513 199413.737735 7.255819 7.811625 -0.785398 1256.607666
209.791128 196.914608 269846.030114 2.426308 5.141587 0.513455 36959.969098
210.011245 196.712577 201583.704079 8.797451 6.644301 0.153200 1268.581177
210.010608 196.637167 203903.389004 8.729448 6.621353 0.143015 1250.924805
210.353742 196.303667 203610.574256 9.136310 6.655534 0.141227 1291.704834
210.684361 196.239618 282429.282473 2.274172 5.001669 0.500591 38116.118280
210.875970 196.315531 203497.238786 7.164474 7.735907 -0.785398 1296.814697
211.453507 196.310388 286461.261088 2.260037 5.015757 0.526529 37573.951876
211.917593 196.263711 206121.362941 8.734732 6.590488 0.136802 1248.435669
212.935071 196.183722 204044.233006 7.142027 7.703642 -0.785398 1331.278320
213.350158 196.282257 286389.524003 2.260201 4.988639 0.489037 37624.461612
213.988397 196.222513 300473.301723 2.141273 4.880012 0.516870 38944.094926
214.356802 196.050545 306053.300151 2.117424 4.880672 0.506434 38171.243431
214.471470 196.166502 299623.134359 2.155959 4.888108 0.498897 38427.575401
214.878342 196.242969 304317.144587 2.109070 4.839427 0.501914 39045.715559
215.422109 196.072432 306905.073384 2.111732 4.845222 0.479466 38554.833968
215.567608 196.452860 311067.526070 2.068281 4.827188 0.503376 38855.007660
215.841369 196.589281 313275.728581 2.074981 4.843937 0.527089 38794.999184
216.421298 196.702277 305701.432320 2.138014 4.859962 0.506650 38250.315987
216.543888 196.706074 304271.061926 2.119058 4.850675 0.503148 38617.688275
217.140446 196.846817 309098.478263 2.105866 4.874711 0.524158 37896.776413
217.570408 196.945635 302000.419861 2.146873 4.894523 0.532981 38527.063465
217.961440 196.980824 307143.877323 2.149681 4.914028 0.522989 36926.303718
218.177663 197.153869 305976.476820 2.135555 4.911895 0.503534 37507.412446
218.570296 197.082919 304871.660088 2.125914 4.919841 0.530100 38292.228893
218.886782 197.064686 298412.948491 2.168151 4.927975 0.512237 38644.560273
219.217654 197.054633 300950.431575 2.150132 4.986888 0.519120 37604.100072
219.732571 197.273200 303964.633591 2.141332 4.922531 0.504578 38489.149703
220.224819 197.145764 299900.136241 2.177109 4.957766 0.523031 37619.001677
220.310188 197.241763 303806.016675 2.147357 4.923280 0.525942 37873.677297
220.826451 197.299870 286863.765798 2.256147 5.047197 0.508642 38085.331326
221.552908 197.246996 303159.191664 2.164977 4.929810 0.525311 38070.204073
221.788198 197.332465 290021.009393 2.250094 5.043252 0.510410 37911.836619
221.870114 197.353767 297524.765799 2.189185 4.941722 0.551494 38501.180783
222.354761 197.439905 301126.168791 2.175193 5.016351 0.539472 37632.932148
222.723236 197.641553 283065.145368 2.344457 5.076778 0.550595 37325.892896
222.248721 199.288521 205282.912688 9.104757 6.651772 0.134674 1137.201538
222.659688 199.387013 279743.143231 2.325923 5.163897 0.541399 37246.118293
222.833345 199.366494 293819.345286 2.174450 5.023815 0.580398 38449.677639
223.274779 199.513380 286621.627697 2.266720 5.077123 0.538149 37147.009612
223.356792 199.659674 278009.126778 2.356617 5.192003 0.549688 36765.477781
223.473882 199.689816 273880.904515 2.360118 5.164126 0.574988 37212.928346
223.849829 199.625258 280083.296830 2.307191 5.099745 0.564707 37786.132759
224.260194 199.837720 209348.257408 8.882094 6.596147 0.109338 1157.070679
224.388910 199.694816 275411.030312 2.364612 5.184905 0.571041 36863.940478
224.583395 199.760251 205556.376363 8.436381 6.605323 0.170032 1249.499512
225.240670 199.683371 263620.083190 2.512898 5.273952 0.566422 35643.754921
225.553896 199.725941 272436.331715 2.415690 5.252763 0.614708 36507.971835
225.502387 199.860643 273070.772923 2.364823 5.144341 0.532796 37290.210473
225.706813 200.029623 205124.451221 8.930964 6.611581 0.140090 1189.292480
226.271439 199.901059 208523.428983 8.976332 6.572995 0.123648 1184.190918
226.346638 199.918842 208337.105147 8.938337 6.595369 0.123369 1201.115479
226.388561 199.925911 205064.217927 9.053376 6.640143 0.125264 1176.145508
226.558349 199.723225 206561.669004 8.782484 6.631316 0.077490 1198.617188
227.234906 199.799690 204572.611555 8.907733 6.680650 0.095264 1199.633301
227.506105 200.026666 202650.513600 9.020274 6.655827 0.104891 1175.311768
227.492282 200.040793 203020.398508 8.863311 6.678321 0.099279 1187.828247
227.743293 200.160797 202510.064638 8.794292 6.653508 0.093655 1199.955200
227.855027 200.386260 203023.571243 8.683635 6.656653 0.092537 1193.443726
228.231329 200.141619 193027.255446 9.106927 6.894554 0.099692 1181.936890
228.556103 200.311545 196447.069717 8.778988 6.856423 0.105481 1203.579346
228.904668 200.205560 194290.095205 8.923789 6.822113 0.090932 1206.296265
228.943219 200.399587 197237.548013 8.705131 6.787746 0.086365 1158.767944
229.331118 200.560889 191675.097750 8.987047 6.967134 0.081845 1179.784546
229.679137 200.737888 191452.977751 9.003687 6.910871 0.105739 1213.242920
229.963780 201.098293 193148.511683 8.841444 6.845959 0.096110 1222.328735
230.488743 201.231575 188217.503085 9.067222 7.008436 0.076774 1207.673340
230.797075 201.504980 188069.750668 9.064105 6.960014 0.092033 1250.631836
230.823887 201.483252 189968.608648 8.891310 6.935085 0.083541 1250.436401
228.661537 202.702614 185702.361148 8.932224 7.073354 0.068902 1186.495239
229.468426 202.885102 184124.353351 9.228823 7.088183 0.078098 1164.608765
229.698383 202.904764 181869.760818 9.080199 7.122084 0.086111 1180.078247
229.965456 202.996862 177570.568924 9.344052 7.191719 0.063887 1162.048218
230.748193 203.033009 180391.393121 9.227460 7.111299 0.135533 1211.254761
231.012855 203.263554 179280.699695 9.321772 7.181834 0.072081 1203.835205
231.163816 203.390868 179209.342240 9.197616 7.110230 0.079792 1259.238403
231.835105 203.548011 180021.949288 9.237573 7.160057 0.041236 1199.840820
232.003884 203.564019 180785.631938 9.181600 7.120349 0.047706 1234.610229
231.781787 203.680620 181210.896705 9.221241 7.116889 0.018554 1234.520142
233.811606 203.600770 179226.070393 9.165883 7.167432 0.059085 1158.324219
234.004622 203.560046 180641.569328 9.120257 7.126506 0.058395 1238.131592
233.979580 203.621603 177256.351603 9.263611 7.214897 0.051766 1238.955811
234.224880 203.689529 176756.193522 9.189325 7.210885 0.082369 1226.946655
234.799177 203.763833 176792.666902 9.165476 7.312091 0.072582 1183.950928
234.899578 203.670056 177770.626529 9.443203 7.166128 0.078736 1196.670044
235.188704 203.692471 175625.232423 9.332921 7.262489 0.079784 1244.446899
235.672679 203.957073 175791.550169 7.820007 8.138072 -0.785398 1213.012573
235.989604 204.226724 175713.562163 9.225421 7.260118 0.084903 1204.684814
236.144892 204.256469 177389.843594 9.292773 7.172973 0.052238 1208.233276
236.874850 204.354031 175535.577003 9.264659 7.268253 0.050228 1200.427246
237.173700 204.533500 178813.465423 9.077856 7.165724 0.056265 1245.465576
237.659620 204.536630 175452.703084 9.190305 7.301450 0.074662 1235.970581
238.096022 204.680032 178072.864634 9.214027 7.199097 0.042373 1230.497925
238.595021 204.946610 176267.393383 9.022971 7.333730 0.075899 1197.281860
238.921313 205.120086 173873.488829 9.316955 7.292014 0.112228 1279.827026
239.745918 205.811155 177077.536638 9.297568 7.267912 0.053963 1242.041138
240.583457 205.849243 175246.351171 9.010454 7.395066 0.078413 1224.173096
241.104522 206.161928 173709.329936 9.343435 7.332255 0.078392 1224.322388
241.862812 206.137711 174152.229486 9.181479 7.332224 0.089098 1238.621704
242.665054 206.357427 175454.744641 9.306947 7.279340 0.039854 1204.555176
243.495716 206.540243 172878.203086 9.052459 7.453518 0.059932 1182.907471
243.697621 206.634966 175982.292321 9.252254 7.304980 0.054642 1216.610718
244.115711 206.510033 177911.389634 9.129185 7.190420 0.031798 1254.026489
244.912615 206.558969 176608.511206 9.330607 7.188672 0.055667 1193.602783
244.919850 206.151020 177119.396326 9.176000 7.245060 0.094679 1227.960938
245.591336 206.153000 179771.185501 9.157626 7.213938 0.037687 1202.416992
246.010730 206.156804 181121.977416 9.214644 7.109180 0.053819 1254.774780
246.632817 206.001342 183666.399362 9.256232 7.059744 0.053108 1220.470093
246.679230 205.963313 179754.030617 9.338336 7.167052 0.050446 1214.968140
247.000117 205.758368 185093.198018 9.026577 7.027297 0.042401 1209.913330
247.082156 205.619205 185979.093463 9.057238 7.003300 0.029023 1178.074707
247.551564 205.718001 187384.445724 9.093885 7.023477 0.022608 1198.082764
247.972370 205.671379 185708.890674 9.141686 6.994699 0.055705 1208.134521
248.829148 205.397933 184739.064207 9.235603 7.028954 0.055349 1206.365601
248.964108 205.137169 183154.014632 9.253815 7.084933 0.054877 1198.548584
249.436762 204.972680 185764.520452 9.083194 7.073419 0.057280 1187.585571
249.597008 205.031406 185435.249780 9.070918 7.074050 0.029673 1217.618652
249.892797 204.759345 185102.566247 9.207160 7.020900 0.077663 1204.656860
250.375011 204.746612 189342.896837 8.943747 6.994016 0.052072 1169.311646
250.796704 204.805576 190217.460954 9.061167 6.919603 0.065380 1238.232910
250.981303 204.926115 186866.397317 9.092220 6.999720 0.051139 1147.887451
251.618957 205.188009 190228.652226 9.136206 6.945288 0.045854 1234.099609
252.045024 205.350522 187012.220745 9.096234 6.977715 0.083972 1243.017090
252.051399 205.489870 185747.808372 9.207342 7.003279 0.041671 1224.327881
252.612506 205.686442 184154.753101 9.260725 7.088860 0.080634 1215.231445
253.635619 205.633192 184700.534283 9.092430 7.102298 0.107116 1168.140747
253.778504 205.490700 186204.463602 9.371453 6.972751 0.118204 1241.915894
254.585822 205.172093 178827.672744 9.491921 7.238766 0.090890 1212.559937
254.850906 205.220485 182235.958242 9.417204 7.118728 0.035801 1212.880127
255.863217 205.236496 188693.073702 8.959556 6.988136 0.057450 1227.507080
255.898001 205.125595 189328.807782 9.009132 6.936710 0.041795 1214.069336
256.535575 205.104132 188136.204402 8.964083 7.041732 0.037211 1103.526001
257.262298 204.838560 188578.569559 9.104275 7.019766 0.044952 1154.531982
257.435816 204.470292 187583.688860 9.033196 7.009047 0.058034 1181.747681
257.068188 204.185632 192764.747219 8.934568 6.832728 0.062996 1232.103516
258.481173 204.231436 193455.669134 9.084527 6.851611 0.059629 1186.260864
258.736347 204.120347 194390.094404 8.946188 6.831133 0.074975 1152.588989
259.335069 204.052832 196387.273625 9.106182 6.819249 0.028257 1160.342285
259.807156 204.244917 193291.747997 8.994185 6.863431 0.040658 1203.704590
260.400109 204.380860 190636.029830 9.274198 6.942269 0.058404 1138.479248
260.964384 204.331447 195810.757265 8.893663 6.772855 0.045726 1236.291870
261.592106 204.288356 198037.095515 8.925956 6.764804 0.037227 1193.465942
261.621260 204.302274 197183.114193 8.866099 6.801156 0.053648 1174.000000
261.614515 204.463351 198578.680661 8.857136 6.745892 0.031913 1192.861328
258.823900 204.566862 192095.921138 8.991820 6.876954 0.055756 1205.353149
